"","X","id","submitter","authors","title","comments","journal.ref","doi","report.no","categories","license","abstract","versions","update_date","authors_parsed","v1_date"
"374",374,"0705.1539","Anita Reimer","Stanford University)","Massive stars in colliding wind systems: the GLAST perspective","3 pages, 3 figures; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:217-219,2007","10.1063/1.2757304","","astro-ph","","  Colliding winds of massive stars in binary systems are considered as
candidate sites of high-energy non-thermal photon emission. They are already
among the suggested counterparts for a few individual unidentified EGRET
sources, but may constitute a detectable source population for the GLAST
observatory. The present work investigates such population study of massive
colliding wind systems at high-energy gamma-rays. Based on the recent detailed
model (Reimer et al. 2006) for non-thermal photon production in prime candidate
systems, we unveil the expected characteristics of this source class in the
observables accessible at LAT energies. Combining the broadband emission model
with the presently cataloged distribution of such systems and their individual
parameters allows us to conclude on the expected maximum number of
LAT-detections among massive stars in colliding wind binary systems.
","[{'version': 'v1', 'created': 'Thu, 10 May 2007 19:21:24 GMT'}]","2019-08-19","[['Reimer', 'Anita', '', 'HEPL/KIPAC, Stanford University'], ['Reimer', 'Olaf', '', 'HEPL/KIPAC, Stanford University']]","2007-05-10"
"375",375,"0705.1613","Dhafer Malouche DM","Dhafer Malouche","Determining full conditional independence by low-order conditioning","Published in at http://dx.doi.org/10.3150/09-BEJ193 the Bernoulli
  (http://isi.cbs.nl/bernoulli/) by the International Statistical
  Institute/Bernoulli Society (http://isi.cbs.nl/BS/bshome.htm)","Bernoulli 2009, Vol. 15, No. 4, 1179-1189","10.3150/09-BEJ193","IMS-BEJ-BEJ193","math.ST stat.ML stat.TH","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  A concentration graph associated with a random vector is an undirected graph
where each vertex corresponds to one random variable in the vector. The absence
of an edge between any pair of vertices (or variables) is equivalent to full
conditional independence between these two variables given all the other
variables. In the multivariate Gaussian case, the absence of an edge
corresponds to a zero coefficient in the precision matrix, which is the inverse
of the covariance matrix. It is well known that this concentration graph
represents some of the conditional independencies in the distribution of the
associated random vector. These conditional independencies correspond to the
""separations"" or absence of edges in that graph. In this paper we assume that
there are no other independencies present in the probability distribution than
those represented by the graph. This property is called the perfect
Markovianity of the probability distribution with respect to the associated
concentration graph. We prove in this paper that this particular concentration
graph, the one associated with a perfect Markov distribution, can be determined
by only conditioning on a limited number of variables. We demonstrate that this
number is equal to the maximum size of the minimal separators in the
concentration graph.
","[{'version': 'v1', 'created': 'Fri, 11 May 2007 09:59:53 GMT'}, {'version': 'v2', 'created': 'Fri, 13 Feb 2009 14:24:07 GMT'}, {'version': 'v3', 'created': 'Sun, 20 Dec 2009 07:00:47 GMT'}, {'version': 'v4', 'created': 'Thu, 14 Jan 2010 07:45:38 GMT'}]","2010-01-14","[['Malouche', 'Dhafer', '']]","2007-05-11"
"376",376,"0705.1617","Daegene Song","Daegene Song","Non-Computability of Consciousness","10 pages, 2 figures, 1 table","NeuroQuantology 5, 382 (2007).","","","quant-ph astro-ph cs.AI","","  With the great success in simulating many intelligent behaviors using
computing devices, there has been an ongoing debate whether all conscious
activities are computational processes. In this paper, the answer to this
question is shown to be no. A certain phenomenon of consciousness is
demonstrated to be fully represented as a computational process using a quantum
computer. Based on the computability criterion discussed with Turing machines,
the model constructed is shown to necessarily involve a non-computable element.
The concept that this is solely a quantum effect and does not work for a
classical case is also discussed.
","[{'version': 'v1', 'created': 'Fri, 11 May 2007 10:16:48 GMT'}]","2011-11-09","[['Song', 'Daegene', '']]","2007-05-11"
"377",377,"0705.1673","Tshilidzi Marwala","L. Mdlazi","Using artificial intelligence for data reduction in mechanical
  engineering","6 pages","","","","cs.CE cs.AI cs.NE","","  In this paper artificial neural networks and support vector machines are used
to reduce the amount of vibration data that is required to estimate the Time
Domain Average of a gear vibration signal. Two models for estimating the time
domain average of a gear vibration signal are proposed. The models are tested
on data from an accelerated gear life test rig. Experimental results indicate
that the required data for calculating the Time Domain Average of a gear
vibration signal can be reduced by up to 75% when the proposed models are
implemented.
","[{'version': 'v1', 'created': 'Fri, 11 May 2007 15:49:40 GMT'}]","2007-05-23","[['Mdlazi', 'L.', ''], ['Stander', 'C. J.', ''], ['Heyns', 'P. S.', ''], ['Marwala', 'T.', '']]","2007-05-11"
"378",378,"0705.1673","Tshilidzi Marwala","C.J. Stander","Using artificial intelligence for data reduction in mechanical
  engineering","6 pages","","","","cs.CE cs.AI cs.NE","","  In this paper artificial neural networks and support vector machines are used
to reduce the amount of vibration data that is required to estimate the Time
Domain Average of a gear vibration signal. Two models for estimating the time
domain average of a gear vibration signal are proposed. The models are tested
on data from an accelerated gear life test rig. Experimental results indicate
that the required data for calculating the Time Domain Average of a gear
vibration signal can be reduced by up to 75% when the proposed models are
implemented.
","[{'version': 'v1', 'created': 'Fri, 11 May 2007 15:49:40 GMT'}]","2007-05-23","[['Mdlazi', 'L.', ''], ['Stander', 'C. J.', ''], ['Heyns', 'P. S.', ''], ['Marwala', 'T.', '']]","2007-05-11"
"379",379,"0705.1673","Tshilidzi Marwala","P.S. Heyns and T. Marwala","Using artificial intelligence for data reduction in mechanical
  engineering","6 pages","","","","cs.CE cs.AI cs.NE","","  In this paper artificial neural networks and support vector machines are used
to reduce the amount of vibration data that is required to estimate the Time
Domain Average of a gear vibration signal. Two models for estimating the time
domain average of a gear vibration signal are proposed. The models are tested
on data from an accelerated gear life test rig. Experimental results indicate
that the required data for calculating the Time Domain Average of a gear
vibration signal can be reduced by up to 75% when the proposed models are
implemented.
","[{'version': 'v1', 'created': 'Fri, 11 May 2007 15:49:40 GMT'}]","2007-05-23","[['Mdlazi', 'L.', ''], ['Stander', 'C. J.', ''], ['Heyns', 'P. S.', ''], ['Marwala', 'T.', '']]","2007-05-11"
"380",380,"0705.1698","Joel Kamnitzer","Joel Kamnitzer","Hives and the fibres of the convolution morphism","11 pages","","","AIM 2007 - 24","math.AG math.RT","","  By the geometric Satake correspondence, the number of components of certain
fibres of the affine Grassmannian convolution morphism equals the tensor
product multiplicity for representations of the Langlands dual group. On the
other hand, in the case of GL_n, combinatorial objects called hives also count
tensor product multiplicities. The purpose of this paper is to give a simple
bijection between hives and the components of these fibres. In particular, we
give a description of the individual components. We also describe a conjectural
generalization involving the octahedron recurrence.
","[{'version': 'v1', 'created': 'Fri, 11 May 2007 17:22:49 GMT'}, {'version': 'v2', 'created': 'Thu, 23 Aug 2007 17:05:00 GMT'}]","2007-08-23","[['Kamnitzer', 'Joel', '']]","2007-05-11"
"381",381,"0705.1751","Francois Rodier","Eric F\'erard (UPF)","Nonlinarity of Boolean functions and hyperelliptic curves","","","","","math.NT","","  We study the nonlinearity of functions defined on a finite field with 2^m
elements which are the trace of a polynomial of degree 7 or more general
polynomials. We show that for m odd such functions have rather good
nonlinearity properties. We use for that recent results of Maisner and Nart
about zeta functions of supersingular curves of genus 2. We give some criterion
for a vectorial function not to be almost perfect nonlinear.
","[{'version': 'v1', 'created': 'Sat, 12 May 2007 06:48:43 GMT'}]","2007-05-23","[['Férard', 'Eric', '', 'UPF'], ['Rodier', 'François', '', 'IML']]","2007-05-12"
"382",382,"0705.1751","Francois Rodier","Fran\c{c}ois Rodier (IML)","Nonlinarity of Boolean functions and hyperelliptic curves","","","","","math.NT","","  We study the nonlinearity of functions defined on a finite field with 2^m
elements which are the trace of a polynomial of degree 7 or more general
polynomials. We show that for m odd such functions have rather good
nonlinearity properties. We use for that recent results of Maisner and Nart
about zeta functions of supersingular curves of genus 2. We give some criterion
for a vectorial function not to be almost perfect nonlinear.
","[{'version': 'v1', 'created': 'Sat, 12 May 2007 06:48:43 GMT'}]","2007-05-23","[['Férard', 'Eric', '', 'UPF'], ['Rodier', 'François', '', 'IML']]","2007-05-12"
"383",383,"0705.1999","Camilla Schwind","Camilla Schwind (LIF)","A first-order Temporal Logic for Actions","","","","","cs.AI cs.LO","","  We present a multi-modal action logic with first-order modalities, which
contain terms which can be unified with the terms inside the subsequent
formulas and which can be quantified. This makes it possible to handle
simultaneously time and states. We discuss applications of this language to
action theory where it is possible to express many temporal aspects of actions,
as for example, beginning, end, time points, delayed preconditions and results,
duration and many others. We present tableaux rules for a decidable fragment of
this logic.
","[{'version': 'v1', 'created': 'Mon, 14 May 2007 18:36:25 GMT'}]","2007-05-23","[['Schwind', 'Camilla', '', 'LIF']]","2007-05-14"
"384",384,"0705.2011","Alex Graves","Alex Graves","Multi-Dimensional Recurrent Neural Networks","10 pages, 10 figures","","","04-07","cs.AI cs.CV","","  Recurrent neural networks (RNNs) have proved effective at one dimensional
sequence learning tasks, such as speech and online handwriting recognition.
Some of the properties that make RNNs suitable for such tasks, for example
robustness to input warping, and the ability to access contextual information,
are also desirable in multidimensional domains. However, there has so far been
no direct way of applying RNNs to data with more than one spatio-temporal
dimension. This paper introduces multi-dimensional recurrent neural networks
(MDRNNs), thereby extending the potential applicability of RNNs to vision,
video processing, medical imaging and many other areas, while avoiding the
scaling problems that have plagued other multi-dimensional models. Experimental
results are provided for two image segmentation tasks.
","[{'version': 'v1', 'created': 'Mon, 14 May 2007 19:49:56 GMT'}]","2007-05-23","[['Graves', 'Alex', ''], ['Fernandez', 'Santiago', ''], ['Schmidhuber', 'Juergen', '']]","2007-05-14"
"385",385,"0705.2011","Alex Graves","Santiago Fernandez","Multi-Dimensional Recurrent Neural Networks","10 pages, 10 figures","","","04-07","cs.AI cs.CV","","  Recurrent neural networks (RNNs) have proved effective at one dimensional
sequence learning tasks, such as speech and online handwriting recognition.
Some of the properties that make RNNs suitable for such tasks, for example
robustness to input warping, and the ability to access contextual information,
are also desirable in multidimensional domains. However, there has so far been
no direct way of applying RNNs to data with more than one spatio-temporal
dimension. This paper introduces multi-dimensional recurrent neural networks
(MDRNNs), thereby extending the potential applicability of RNNs to vision,
video processing, medical imaging and many other areas, while avoiding the
scaling problems that have plagued other multi-dimensional models. Experimental
results are provided for two image segmentation tasks.
","[{'version': 'v1', 'created': 'Mon, 14 May 2007 19:49:56 GMT'}]","2007-05-23","[['Graves', 'Alex', ''], ['Fernandez', 'Santiago', ''], ['Schmidhuber', 'Juergen', '']]","2007-05-14"
